"Region","Median.Sale.Price","Median.Sale.Price.MoM","Median.Sale.Price.YoY","Homes.Sold","Homes.Sold.MoM","Homes.Sold.YoY","New.Listings","New.Listings.MoM","New.Listings.YoY","Inventory","Inventory.MoM","Inventory.YoY","Days.on.Market","Days.on.Market.MoM","Days.on.Market.YoY","Average.Sale.To.List","Average.Sale.To.List.MoM","Average.Sale.To.List.YoY","DATE","CSUSHPISA","MEDSQUFEEUS","MEDSQUFEE14460","MEDSQUFEE16980","MEDSQUFEE6037","MEDSQUFEE42101","MEDSQUFEE42660","MEDSQUFEE47900","UNRATE.y","T10Y2Y.y","MORTGAGE30US.y","UMCSENT.y","Sold.Inventory.Ratio","Market.Type"
"Seattle, WA metro area","$600K","1.00%","5.30%",3039,"-20.00%","-27.30%","3,717","-28.10%","-34.50%",4811,"9.40%","-22.20%",6,-1,-4,"101.40%","-0.30%","1.00%","04/01/20","216.858","1936","1996","1929","1774","1260","2078","2214",14.8,0.432857142857143,3.306,71.8,63.167740594471,"Seller"
"Seattle, WA metro area","$585K","-2.50%","-0.90%",3040,"0.00%","-37.90%","4,748","27.70%","-32.50%",4880,"1.40%","-36.90%",10,4,1,"100.40%","-1.00%","0.10%","05/01/20","216.999","1954","2000","1950","1789","1275","2054","2221",13.2,0.5035,3.2325,72.3,62.2950819672131,"Seller"
"Seattle, WA metro area","$615K","5.10%","6.00%",4417,"45.30%","-7.90%","5,287","11.40%","-4.60%",4762,"-2.40%","-40.10%",9,-1,-2,"100.80%","0.40%","0.50%","06/01/20","217.577","1968","1967","1938","1825","1270","2036","2207",11,0.543636363636364,3.1625,78.1,92.755144897102,"Seller"
"Seattle, WA metro area","$622K","1.10%","11.00%",5045,"14.20%","5.10%","6,069","14.80%","24.30%",5105,"7.20%","-33.80%",8,-1,-6,"101.20%","0.40%","1.30%","07/01/20","219.287","1962","1890","1906","1836","1278","2010","2130",10.2,0.475454545454545,3.016,72.5,98.8246816846229,"Seller"
"Seattle, WA metro area","$630K","1.30%","12.50%",5018,"-0.50%","9.10%","5,994","-1.20%","35.00%",5129,"0.50%","-31.00%",7,-1,-11,"101.40%","0.20%","1.80%","08/01/20","222.26","1942","1844","1872","1830","1272","1920","2038",8.4,0.51047619047619,2.935,74.1,97.835835445506,"Seller"
"Seattle, WA metro area","$640K","1.60%","18.50%",5340,"6.40%","39.20%","5,703","-4.90%","27.40%",4919,"-4.10%","-33.20%",7,0,-14,"101.60%","0.20%","2.10%","09/01/20","225.723","1908","1733","1807","1810","1264","1840","1932",7.8,0.544761904761905,2.89,80.4,108.558650132141,"Seller"
"Seattle, WA metro area","$635K","-0.80%","13.40%",5607,"5.00%","36.70%","5,213","-8.60%","38.00%",4664,"-5.20%","-27.70%",7,0,-12,"101.70%","0.10%","2.20%","10/01/20","229.649","1883","1692","1791","1806","1274","1773","1848",6.8,0.637619047619048,2.834,81.8,120.218696397942,"Seller"
"Seattle, WA metro area","$630K","-0.80%","13.50%",4495,"-19.80%","25.40%","3,020","-42.10%","28.50%",3397,"-27.20%","-29.10%",7,0,-17,"101.70%","0.00%","2.30%","11/01/20","233.218","1853","1667","1731","1781","1265","1708","1788",6.7,0.70421052631579,2.765,76.9,132.322637621431,"Seller"
"Seattle, WA metro area","$622K","-1.30%","9.10%",4468,"-0.60%","19.70%","2,515","-16.70%","57.40%",2434,"-28.30%","-28.90%",9,2,-23,"101.60%","-0.10%","2.30%","12/01/20","236.542","1827","1652","1700","1778","1250","1686","1744",6.7,0.797727272727273,2.684,80.7,183.566146261298,"Seller"
"Seattle, WA metro area","$625K","0.50%","13.60%",2910,"-34.90%","16.60%","3,414","35.70%","6.70%",2296,"-5.70%","-28.60%",10,1,-28,"101.80%","0.30%","2.40%","01/01/21","239.68","1804","1639","1680","1780","1236","1660","1673",6.4,0.95,2.735,79,126.742160278746,"Seller"
"Seattle, WA metro area","$656K","5.00%","14.20%",3162,"8.70%","5.80%","3,814","11.70%","-4.90%",2240,"-2.40%","-33.30%",6,-4,-10,"104.20%","2.30%","3.50%","02/01/21","242.428","1796","1652","1679","1759","1220","1678","1606",6.2,1.14263157894737,2.81,76.8,141.160714285714,"Seller"
"Seattle, WA metro area","$700K","6.60%","17.90%",4483,"41.80%","18.00%","5,547","45.40%","7.30%",2220,"-0.90%","-49.50%",6,0,-1,"106.40%","2.20%","4.60%","03/01/21","245.541","1800","1664","1676","1756","1224","1748","1673",6.1,1.46391304347826,3.0825,84.9,201.936936936937,"Seller"
"Seattle, WA metro area","$720K","2.90%","20.00%",5022,"12.00%","65.30%","6,250","12.70%","68.10%",2951,"32.90%","-38.70%",5,-1,-1,"107.50%","1.10%","6.00%","04/01/21","249.125","1809","1668","1692","1762","1228","1773","1741",6.1,1.47181818181818,3.06,88.3,170.179600135547,"Seller"
"Seattle, WA metro area","$740K","2.80%","26.50%",5227,"4.10%","71.90%","5,839","-6.60%","23.00%",2697,"-8.60%","-44.70%",5,0,-5,"107.60%","0.10%","7.20%","05/01/21","253.419","1823","1693","1700","1775","1238","1800","1808",5.8,1.466,2.9625,82.9,193.807934742306,"Seller"
"Seattle, WA metro area","$744K","0.50%","20.90%",6089,"16.50%","37.90%","6,519","11.60%","23.30%",3109,"15.30%","-34.70%",6,1,-3,"107.10%","-0.50%","6.30%","06/01/21","258.246","1826","1711","1726","1754","1264","1820","1820",5.9,1.31636363636364,2.975,85.5,195.850755870055,"Seller"
"Seattle, WA metro area","$750K","0.90%","20.60%",5701,"-6.40%","13.00%","6,047","-7.20%","-0.40%",3780,"21.60%","-26.00%",6,0,-2,"105.80%","-1.30%","4.60%","07/01/21","262.616","1826","1711","1728","1730","1254","1824","1816",5.4,1.09904761904762,2.868,81.2,150.820105820106,"Seller"
"Seattle, WA metro area","$730K","-2.70%","15.90%",5437,"-4.60%","8.30%","5,319","-12.00%","-11.30%",3332,"-11.90%","-35.00%",6,0,-1,"104.50%","-1.30%","3.10%","08/01/21","266.582","1821","1710","1702","1703","1254","1825","1817",5.1,1.06590909090909,2.8425,70.3,163.175270108043,"Seller"
"Seattle, WA metro area","$715K","-2.10%","11.70%",5341,"-1.80%","0.00%","5,409","1.70%","-5.20%",3384,"1.60%","-31.20%",7,1,0,"103.70%","-0.80%","2.10%","09/01/21","270.166","1813","1685","1690","1694","1257","1856","1786",4.7,1.13380952380952,2.9,72.8,157.83096926714,"Seller"
"Seattle, WA metro area","$727K","1.70%","14.50%",4962,"-7.10%","-11.50%","4,212","-22.10%","-19.20%",2606,"-23.00%","-44.10%",7,0,0,"103.80%","0.10%","2.10%","10/01/21","273.546","1805","1656","1670","1696","1256","1846","1754",4.5,1.19,3.0675,71.7,190.406753645434,"Seller"
"Seattle, WA metro area","$720K","-1.00%","14.30%",4554,"-8.20%","1.30%","2,895","-31.30%","-4.10%",1580,"-39.40%","-53.50%",6,-1,-1,"104.10%","0.30%","2.40%","11/01/21","277.262","1799","1630","1642","1695","1253","1825","1690",4.1,1.0515,3.0675,67.4,288.227848101266,"Seller"
"Seattle, WA metro area","$733K","1.80%","17.80%",3845,"-15.60%","-13.90%","2,005","-30.70%","-20.30%",1052,"-33.40%","-56.80%",7,1,-2,"104.30%","0.20%","2.70%","12/01/21","281.486","1787","1649","1602","1696","1237","1794","1666",3.9,0.785,3.098,70.6,365.494296577947,"Seller"
"Seattle, WA metro area","$720K","-1.70%","15.20%",2279,"-40.70%","-21.70%","2,835","41.40%","-17.00%",1114,"5.90%","-51.50%",6,-1,-4,"105.00%","0.80%","3.20%","01/01/22","286.172","1776","1650","1600","1671","1238","1793","1620",4,0.7835,3.445,67.2,204.578096947935,"Seller"
"Seattle, WA metro area","$751K","4.30%","14.40%",2715,"19.10%","-14.10%","3,959","39.60%","3.80%",1440,"29.30%","-35.70%",5,-1,-1,"108.60%","3.60%","4.50%","02/01/22","291.242","1781","1663","1600","1673","1238","1820","1678",3.8,0.498947368421053,3.7625,62.8,188.541666666667,"Seller"
"Seattle, WA metro area","$825K","9.90%","17.90%",4444,"63.70%","-0.90%","5,716","44.40%","3.00%",2144,"48.90%","-3.40%",5,0,-1,"110.70%","2.00%","4.30%","03/01/22","296.512","1795","1673","1624","1691","1241","1888","1750",3.6,0.218260869565217,4.172,59.4,207.276119402985,"Seller"
"Seattle, WA metro area","$851K","3.20%","18.20%",4549,"2.40%","-9.40%","5,717","0.00%","-8.50%",3139,"46.40%","6.40%",5,0,0,"109.80%","-0.80%","2.40%","04/01/22","300.584","1812","1685","1656","1699","1247","1964","1846",3.7,0.2095,4.9825,65.2,144.91876393756,"Seller"
"Seattle, WA metro area","$853K","0.30%","15.30%",4842,"6.40%","-7.40%","6,038","5.60%","3.40%",4064,"29.50%","50.70%",5,0,0,"107.00%","-2.90%","-0.60%","05/01/22","303.704","1852","1788","1700","1695","1260","2068","1929",3.6,0.281428571428571,5.23,58.4,119.143700787402,"Seller"
"Seattle, WA metro area","$825K","-3.30%","11.00%",4588,"-5.20%","-24.70%","6,264","3.70%","-3.90%",6010,"47.90%","93.30%",6,1,0,"102.90%","-4.10%","-4.20%","06/01/22","304.468","1876","1813","1725","1706","1269","2050","1964",3.6,0.145238095238095,5.522,50,76.3394342762063,"Seller"
"Seattle, WA metro area","$798K","-3.30%","6.40%",3573,"-22.10%","-37.30%","4,998","-20.20%","-17.30%",6663,"10.90%","76.30%",9,3,3,"100.20%","-2.70%","-5.60%","07/01/22","303.505","1880","1825","1733","1674","1268","2040","1988",3.5,-0.14,5.4125,51.5,53.6244934714093,"Seller"
"Seattle, WA metro area","$780K","-2.30%","6.80%",3795,"6.20%","-30.20%","3,993","-20.10%","-24.90%",6092,"-8.60%","82.80%",15,6,9,"98.90%","-1.30%","-5.60%","08/01/22","301.029","1877","1832","1725","1669","1260","2026","1968",3.6,-0.352173913,5.2225,58.2,62.2948128693368,"Seller"
"Seattle, WA metro area","$765K","-1.90%","7.00%",3625,"-4.50%","-32.10%","4,030","0.90%","-25.50%",6286,"3.20%","85.80%",21,6,14,"98.70%","-0.20%","-5.00%","09/01/22","299.006","1873","1815","1709","1668","1262","2010","1935",3.5,-0.337619048,6.112,58.6,57.6678332803054,"Seller"
"Seattle, WA metro area","$768K","0.40%","5.60%",2977,"-17.90%","-40.00%","2,842","-29.50%","-32.50%",5703,"-9.30%","118.80%",21,0,14,"98.50%","-0.20%","-5.20%","10/01/22","298.612","1874","1813","1710","1662","1269","1970","1956",3.6,-0.3915,6.9,59.9,52.2005961774505,"Seller"
"Seattle, WA metro area","$738K","-3.90%","2.50%",2500,"-16.00%","-45.10%","1,895","-33.30%","-34.50%",4672,"-18.10%","195.70%",25,4,19,"98.00%","-0.50%","-6.00%","11/01/22","298.332","1866","1804","1703","1670","1263","1953","1943",3.6,-0.6125,6.805,56.7,53.5102739726027,"Seller"
"Seattle, WA metro area","$710K","-3.80%","-3.10%",2154,"-13.80%","-44.00%","1,058","-44.20%","-47.20%",3477,"-25.60%","230.50%",32,7,25,"97.80%","-0.20%","-6.40%","12/01/22","297.628","1852","1836","1700","1689","1260","1960","1913",3.5,-0.672380952,6.364,59.8,61.9499568593615,"Seller"
"Seattle, WA metro area","$720K","1.40%","0.00%",1550,"-28.00%","-32.00%","2,051","93.90%","-27.70%",2963,"-14.80%","166.00%",43,11,37,"98.00%","0.20%","-7.00%","01/01/23","297.43","1849","1840","1700","1681","1260","1950","1905",3.4,-0.676,6.2725,64.9,52.3118461019237,"Seller"
"Seattle, WA metro area","$710K","-1.40%","-5.50%",2196,"41.70%","-19.10%","2,334","13.80%","-41.00%",2609,"-11.90%","81.20%",33,-10,28,"99.20%","1.20%","-9.40%","02/01/23","297.739","1850","1861","1703","1715","1262","1980","1921",3.6,-0.786842105,6.2575,66.9,84.1701801456497,"Seller"
"Seattle, WA metro area","$740K","4.20%","-10.30%",2874,"30.90%","-35.30%","3,636","55.80%","-36.40%",3117,"19.50%","45.40%",13,-20,8,"100.10%","0.90%","-10.60%","03/01/23","298.796","1865","1860","1744","1739","1264","2050","1960",3.5,-0.639565217,6.544,62,92.2040423484119,"Seller"
"Seattle, WA metro area","$775K","4.70%","-8.90%",2715,"-5.50%","-40.30%","3,275","-9.90%","-42.70%",3170,"1.70%","1.00%",7,-6,2,"101.00%","0.90%","-8.90%","04/01/23","300.262","1885","1849","1782","1771","1280","2030","2028",3.4,-0.556,6.3425,63.7,85.6466876971609,"Seller"
"Seattle, WA metro area","$800K","3.20%","-6.20%",3209,"18.20%","-33.70%","3,867","18.10%","-36.00%",3356,"5.90%","-17.40%",6,-1,1,"101.40%","0.50%","-5.60%","05/01/23","302.489","1902","1919","1800","1780","1289","2037","2069",3.7,-0.558181818,6.425,59,95.6197854588796,"Seller"
"Seattle, WA metro area","$800K","0.00%","-3.00%",3375,"5.20%","-26.40%","3,983","3.00%","-36.40%",3746,"11.60%","-37.70%",7,1,1,"101.20%","-0.20%","-1.70%","06/01/23","304.343","1916","1911","1801","1800","1287","2037","2080",3.6,-0.891428571,6.714,64.2,90.0961025093433,"Seller"
"Seattle, WA metro area","$780K","-2.50%","-2.30%",2982,"-11.60%","-16.50%","3,469","-12.90%","-30.60%",3886,"3.70%","-41.70%",8,1,-1,"100.80%","-0.40%","0.60%","07/01/23","306.451","1914","1896","1815","1806","1280","2040","2071",3.5,-0.929,6.84,71.5,76.7370046320124,"Seller"
"Seattle, WA metro area","$788K","1.00%","1.00%",3151,"5.70%","-17.00%","3,358","-3.20%","-15.90%",4023,"3.50%","-34.00%",8,0,-7,"100.50%","-0.40%","1.50%","08/01/23","308.83","1906","1900","1801","1803","1261","2003","2040",3.8,-0.733913043,7.072,69.4,78.3246333581904,"Seller"
"Seattle, WA metro area","$770K","-2.30%","0.70%",2728,"-13.40%","-24.70%","3,409","1.50%","-15.40%",4440,"10.40%","-29.40%",12,4,-9,"100.00%","-0.50%","1.20%","09/01/23","310.894","1892","1908","1800","1788","1260","1989","2022",3.8,-0.643,7.2,67.8,61.4414414414414,"Seller"
"Seattle, WA metro area","$770K","0.00%","0.30%",2601,"-4.70%","-12.60%","2,574","-24.50%","-9.40%",4158,"-6.40%","-27.10%",12,0,-9,"100.00%","0.10%","1.50%","10/01/23","312.756","1875","1879","1794","1774","1262","1960","2000",3.8,-0.26952381,7.62,63.8,62.5541125541125,"Seller"
"Seattle, WA metro area","$775K","0.60%","5.00%",2200,"-15.40%","-12.00%","1,797","-30.20%","-5.20%",3491,"-16.00%","-25.30%",17,5,-8,"99.50%","-0.50%","1.50%","11/01/23","313.632","1858","1868","1778","1772","1261","1913","1990",3.7,-0.37952381,7.442,61.3,63.0191922085362,"Seller"
"Seattle, WA metro area","$750K","-3.20%","5.60%",1937,"-12.00%","-10.10%","1,034","-42.50%","-2.30%",2418,"-30.70%","-30.50%",28,11,-4,"99.00%","-0.50%","1.20%","12/01/23","314.443","1838","1835","1758","1764","1260","1888","1955",3.7,-0.437,6.815,69.7,80.1075268817204,"Seller"
"Seattle, WA metro area","$745K","-0.70%","3.50%",1681,"-13.20%","8.50%","2,263","118.90%","10.30%",2243,"-7.20%","-24.30%",36,8,-7,"99.40%","0.40%","1.50%","01/01/24","315.728","1823","1814","1759","1761","1255","1845","1921",3.7,-0.264761905,6.6425,79,74.9442710655372,"Seller"
"Seattle, WA metro area","$798K","7.10%","12.40%",2236,"33.00%","1.80%","3,165","39.90%","35.60%",2607,"16.20%","-0.10%",11,-25,-22,"101.20%","1.70%","1.90%","02/01/24","317.257","1818","1838","1764","1771","1245","1841","1907",3.9,-0.3365,6.776,76.9,85.7690832374377,"Seller"
"Seattle, WA metro area","$830K","4.00%","12.20%",2760,"23.40%","-4.00%","3,722","17.60%","2.40%",2823,"8.30%","-9.40%",6,-5,-7,"102.00%","0.80%","1.90%","03/01/24","318.217","1825","1830","1800",".","1257","1860","1906",3.8,-0.3795,6.82,79.4,97.7683315621679,"Seller"
"Seattle, WA metro area","$850K","2.40%","9.70%",3181,"15.30%","17.20%","4,229","13.60%","29.10%",3304,"17.00%","4.20%",6,0,-1,"102.60%","0.60%","1.60%","04/01/24","319.048","1840","1808","1800",".","1260","1860","1944",3.9,-0.334090909,6.9925,77.2,96.2772397094431,"Seller"
"Seattle, WA metro area","$860K","1.20%","7.50%",3526,"10.80%","9.90%","5,072","19.90%","31.20%",4439,"34.40%","32.30%",6,0,0,"102.30%","-0.30%","0.90%","05/01/24",".","1859","1884","1853",".","1260","1896","1966",4,-0.374090909,7.06,69.1,79.4323045731021,"Seller"
"Washington, DC metro area","$278K","-1.90%","4.90%",3264,"-24.60%","1.60%","5,214","56.30%","-1.50%",14653,"-3.80%","-21.90%",68,8,-1,"97.50%","-0.10%","0.00%","01/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.726,3.915,75,22.2753019859414,"Seller"
"Washington, DC metro area","$276K","-0.70%","4.20%",3675,"12.60%","5.00%","5,995","15.00%","4.20%",14718,"0.40%","-21.90%",64,-4,-11,"97.70%","0.20%","-0.10%","02/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.6895,3.89,75.3,24.9694251936404,"Seller"
"Washington, DC metro area","$306K","10.90%","9.40%",4525,"23.10%","-5.80%","8,248","37.60%","0.10%",15593,"5.90%","-21.50%",50,-14,-13,"98.00%","0.30%","0.10%","03/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.82818181818182,3.954,76.2,29.0194317963189,"Seller"
"Washington, DC metro area","$323K","5.50%","9.90%",4986,"10.20%","4.40%","7,607","-7.80%","-8.40%",15927,"2.10%","-23.80%",32,-18,-17,"98.30%","0.30%","0.50%","04/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.76095238095238,3.91,76.4,31.305330570729,"Seller"
"Washington, DC metro area","$337K","4.40%","8.80%",5861,"17.50%","13.10%","7,311","-3.90%","-2.60%",15918,"-0.10%","-24.40%",26,-6,-12,"98.70%","0.40%","0.80%","05/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.51818181818182,3.798,79.3,36.8199522553085,"Seller"
"Washington, DC metro area","$350K","3.80%","7.70%",6232,"6.30%","3.40%","6,691","-8.50%","-7.10%",15866,"-0.30%","-24.20%",27,1,-11,"98.60%","-0.10%","0.80%","06/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.33047619047619,3.675,73.2,39.278961300895,"Seller"
"Washington, DC metro area","$340K","-2.90%","6.30%",5570,"-10.60%","6.10%","5,846","-12.60%","-6.70%",15243,"-3.90%","-25.40%",32,5,-9,"98.50%","-0.10%","0.50%","07/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.27857142857143,3.55,72.3,36.5413632487043,"Seller"
"Washington, DC metro area","$335K","-1.50%","6.70%",5610,"0.70%","7.80%","5,913","1.10%","1.80%",14645,"-3.90%","-25.80%",35,3,-11,"98.30%","-0.10%","0.50%","08/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.1,1.4095652173913,3.602,74.3,38.3065892796176,"Seller"
"Washington, DC metro area","$320K","-4.50%","10.30%",4543,"-19.00%","3.30%","6,002","1.50%","-0.30%",14836,"1.30%","-24.70%",38,3,-15,"98.40%","0.10%","0.70%","09/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.4678947368421,3.4975,78.3,30.6214613103262,"Seller"
"Washington, DC metro area","$320K","0.00%","14.30%",4526,"-0.40%","15.10%","5,399","-10.00%","1.30%",13833,"-6.80%","-25.70%",34,-4,-18,"98.30%","-0.10%","0.50%","10/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.46904761904762,3.3825,82.6,32.7188606954384,"Seller"
"Washington, DC metro area","$330K","3.10%","11.90%",4897,"8.20%","23.80%","4,217","-21.90%","-2.30%",12664,"-8.50%","-26.10%",33,-1,-23,"98.50%","0.10%","0.70%","11/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.386,3.352,82.7,38.668667087808,"Seller"
"Washington, DC metro area","$325K","-1.50%","14.70%",4557,"-6.90%","5.30%","3,245","-23.00%","-2.70%",11362,"-10.30%","-25.40%",42,9,-18,"98.40%","-0.10%","0.80%","12/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.9,1.462,3.345,72.9,40.1073754620665,"Seller"
"Washington, DC metro area","$300K","-7.70%","7.90%",3648,"-19.90%","11.80%","5,036","55.20%","-3.40%",10730,"-5.60%","-26.80%",48,6,-20,"98.20%","-0.20%","0.70%","01/01/13",NA,NA,NA,NA,NA,NA,NA,NA,8,1.64952380952381,3.414,73.8,33.9981360671016,"Seller"
"Washington, DC metro area","$315K","5.00%","14.10%",3780,"3.60%","2.90%","5,827","15.70%","-2.80%",10939,"1.90%","-25.70%",43,-5,-21,"98.60%","0.40%","0.90%","02/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.71684210526316,3.5325,77.6,34.5552609927781,"Seller"
"Washington, DC metro area","$336K","6.70%","9.80%",4954,"31.10%","9.50%","7,338","25.90%","-11.00%",11334,"3.60%","-27.30%",28,-15,-22,"98.90%","0.30%","0.80%","03/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.7015,3.565,78.6,43.7091935768484,"Seller"
"Washington, DC metro area","$352K","4.80%","9.10%",5506,"11.10%","10.40%","8,874","20.90%","16.70%",12345,"8.90%","-22.50%",18,-10,-14,"99.20%","0.40%","1.00%","04/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.6,1.52681818181818,3.445,76.4,44.6010530579182,"Seller"
"Washington, DC metro area","$370K","5.00%","9.70%",6704,"21.80%","14.40%","9,031","1.80%","23.50%",13594,"10.10%","-14.60%",14,-4,-12,"99.40%","0.20%","0.70%","05/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.67772727272727,3.536,84.5,49.3158746505811,"Seller"
"Washington, DC metro area","$388K","4.70%","10.70%",6940,"3.50%","11.40%","7,583","-16.00%","13.30%",14012,"3.10%","-11.70%",15,1,-12,"99.60%","0.10%","1.00%","06/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.9665,4.07,84.1,49.528975164145,"Seller"
"Washington, DC metro area","$370K","-4.50%","8.80%",6543,"-5.70%","17.50%","7,211","-4.90%","23.30%",14216,"1.50%","-6.70%",20,5,-12,"99.30%","-0.20%","0.90%","07/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.3,2.24136363636364,4.37,85.1,46.0256049521666,"Seller"
"Washington, DC metro area","$365K","-1.40%","8.90%",6303,"-3.70%","12.40%","6,825","-5.40%","15.40%",14520,"2.10%","-0.90%",22,2,-13,"99.20%","-0.10%","0.90%","08/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.38090909090909,4.456,82.1,43.4090909090909,"Seller"
"Washington, DC metro area","$345K","-5.50%","7.80%",5053,"-19.80%","11.20%","6,822","0.00%","13.70%",15149,"4.30%","2.10%",25,3,-13,"99.20%","0.00%","0.80%","09/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.4055,4.49,77.5,33.3553369859397,"Seller"
"Washington, DC metro area","$341K","-1.30%","6.40%",5108,"1.10%","12.90%","6,228","-8.70%","15.40%",14904,"-1.60%","7.70%",27,2,-7,"99.10%","-0.10%","0.80%","10/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.28045454545455,4.192,73.2,34.272678475577,"Seller"
"Washington, DC metro area","$345K","1.30%","4.50%",4214,"-17.50%","-13.90%","4,591","-26.30%","8.90%",13705,"-8.00%","8.20%",31,4,-2,"99.00%","-0.20%","0.50%","11/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.9,2.41473684210526,4.255,75.1,30.7479022254652,"Seller"
"Washington, DC metro area","$353K","2.30%","8.50%",5015,"19.00%","10.10%","3,265","-28.90%","0.60%",12326,"-10.10%","8.50%",38,7,-4,"98.70%","-0.30%","0.30%","12/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.56190476190476,4.4575,82.5,40.6863540483531,"Seller"
"Washington, DC metro area","$330K","-6.50%","10.00%",3319,"-33.80%","-9.00%","5,100","56.20%","1.30%",11937,"-3.20%","11.20%",47,9,-1,"98.40%","-0.30%","0.20%","01/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.46428571428571,4.432,81.2,27.8043059395158,"Seller"
"Washington, DC metro area","$337K","2.20%","7.00%",3579,"7.80%","-5.30%","5,739","12.50%","-1.50%",12307,"3.10%","12.50%",46,-1,3,"98.70%","0.30%","0.10%","02/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.38263157894737,4.3025,81.6,29.0810108068579,"Seller"
"Washington, DC metro area","$345K","2.40%","2.60%",4417,"23.40%","-10.80%","7,780","35.60%","6.00%",13243,"7.60%","16.80%",31,-15,3,"98.90%","0.20%","0.00%","03/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.32428571428571,4.3425,80,33.3534697576078,"Seller"
"Washington, DC metro area","$365K","5.80%","3.60%",5249,"18.80%","-4.70%","9,437","21.30%","6.30%",14741,"11.30%","19.40%",23,-8,5,"99.10%","0.20%","-0.20%","04/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.28809523809524,4.3375,84.1,35.608167695543,"Seller"
"Washington, DC metro area","$375K","2.70%","1.40%",6043,"15.10%","-9.90%","9,767","3.50%","8.10%",15922,"8.00%","17.10%",19,-4,5,"99.10%","0.10%","-0.30%","05/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.3,2.17,4.192,81.9,37.9537746514257,"Seller"
"Washington, DC metro area","$388K","3.40%","0.10%",6598,"9.20%","-4.90%","8,265","-15.40%","9.00%",17412,"9.40%","24.30%",19,0,4,"99.00%","-0.10%","-0.50%","06/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.1,2.14619047619048,4.1625,82.5,37.8934068458534,"Seller"
"Washington, DC metro area","$375K","-3.30%","1.40%",6211,"-5.90%","-5.10%","7,717","-6.60%","7.00%",18780,"7.90%","32.10%",23,4,3,"99.00%","-0.10%","-0.40%","07/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.03590909090909,4.13,81.8,33.0724174653887,"Seller"
"Washington, DC metro area","$367K","-2.00%","0.70%",5717,"-8.00%","-9.30%","6,698","-13.20%","-1.90%",18760,"-0.10%","29.20%",30,7,8,"98.70%","-0.30%","-0.50%","08/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.94761904761905,4.115,82.5,30.4744136460554,"Seller"
"Washington, DC metro area","$350K","-4.70%","1.40%",4979,"-12.90%","-1.50%","6,973","4.10%","2.20%",18967,"1.10%","25.20%",37,7,12,"98.60%","-0.10%","-0.50%","09/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.96761904761905,4.1625,84.6,26.2508567511995,"Seller"
